id,name,city,country,icao,tz,latitude,longitude
7184,Elim Airport,Elim,USA,PFEL,America/Anchorage,64.61470032,-162.2720032
7185,Golovin Airport,Golovin,USA,PAGL,America/Anchorage,64.55049896,-163.0070038
7186,Teller Airport,Teller,USA,PATE,America/Anchorage,65.24040222,-166.3390045
7187,Wales Airport,Wales,USA,PAIW,America/Anchorage,65.622593,-168.095
7188,White Mountain Airport,White Mountain,USA,PAWM,America/Anchorage,64.68920136,-163.4129944
7190,Koyuk Alfred Adams Airport,Koyuk,USA,PAKK,America/Anchorage,64.9394989,-161.154007
7191,St Michael Airport,St. Michael,USA,PAMK,America/Anchorage,63.49010086,-162.1100006
7192,Shaktoolik Airport,Shaktoolik,USA,PFSH,America/Anchorage,64.37110138,-161.223999
7194,Tin City Long Range Radar Station Airport,Tin City,USA,PATC,America/Anchorage,65.56310272,-167.9219971
7195,Atka Airport,Atka,USA,PAAK,America/Adak,52.22029877,-174.2059937
7198,Yakataga Airport,Yakataga,USA,PACY,America/Anchorage,60.08200073,-142.4929962
7199,Alakanuk Airport,Alakanuk,USA,PAUK,America/Anchorage,62.68004227,-164.6599274
7201,Kipnuk Airport,Kipnuk,USA,PAKI,America/Anchorage,59.93299866,-164.0310059
7202,False Pass Airport,False Pass,USA,PAKF,America/Anchorage,54.84740067,-163.4100037
7203,Nelson Lagoon Airport,Nelson Lagoon,USA,PAOU,America/Anchorage,56.00749969,-161.1600037
7204,Port Moller Airport,Cold Bay,USA,PAAL,America/Anchorage,56.00600052,-160.5610046
7205,Klawock Airport,Klawock,USA,PAKW,America/Anchorage,55.57920074,-133.076004
7206,Quinhagak Airport,Quinhagak,USA,PAQH,America/Anchorage,59.75510025,-161.8450012
7207,Kotlik Airport,Kotlik,USA,PFKO,America/Anchorage,63.0306015,-163.5330048
7208,Koyukuk Airport,Koyukuk,USA,PFKU,America/Anchorage,64.87609863,-157.727005
7209,Scammon Bay Airport,Scammon Bay,USA,PACM,America/Anchorage,61.84529877,-165.5709991
7210,Nondalton Airport,Nondalton,USA,PANO,America/Anchorage,59.98020172,-154.8390045
7213,Kongiganak Airport,Kongiganak,USA,PADY,America/Anchorage,59.96080017,-162.8809967
7214,Nikolai Airport,Nikolai,USA,PAFS,America/Anchorage,63.01860046,-154.3580017
7217,Akiak Airport,Akiak,USA,PFAK,America/Anchorage,60.9029007,-161.2310028
7220,Wainwright Airport,Wainwright,USA,PAWI,America/Anchorage,70.63800049,-159.9949951
7233,Chenega Bay Airport,Chenega,USA,PFCB,America/Anchorage,60.07730103,-147.9920044
7235,Tok Junction Airport,Tok,USA,PFTO,America/Anchorage,63.32949829,-142.9539948
7236,Circle City /New/ Airport,Circle,USA,PACR,America/Anchorage,65.830498,-144.076008
7240,Sleetmute Airport,Sleetmute,USA,PASL,America/Anchorage,61.70050049,-157.1660004
7242,Healy River Airport,Healy,USA,PAHV,America/Anchorage,63.86619949,-148.9689941
7244,Klawock Seaplane Base,Klawock,USA,PAQC,America/Anchorage,55.55469894,-133.102005
7245,Minchumina Airport,Lake Minchumina,USA,PAMH,America/Anchorage,63.88600159,-152.302002
7246,Manley Hot Springs Airport,Manley Hot Springs,USA,PAML,America/Anchorage,64.99759674,-150.6439972
7415,Eastern WV Regional Airport/Shepherd Field,Martinsburg,USA,KMRB,America/New_York,39.40190125,-77.98459625
7494,Rock Hill - York County Airport,Rock Hill,USA,KUZA,America/New_York,34.9878006,-81.05719757
7495,Allegheny County Airport,Pittsburgh,USA,KAGC,America/New_York,40.35440063,-79.93019867
7496,Cecil Airport,Jacksonville,USA,KVQQ,America/New_York,30.21870041,-81.87670136
7497,Fulton County Airport Brown Field,Atlanta,USA,KFTY,America/New_York,33.77909851,-84.52140045
7511,Ohio State University Airport,Columbus,USA,KOSU,America/New_York,40.07979965,-83.07299805
7513,Addison Airport,Addison,USA,KADS,America/Chicago,32.96860123,-96.83640289
7514,Destin Executive Airport,Destin,USA,KDTS,America/Chicago,30.40010071,-86.47149658
7522,Kinston Regional Jetport At Stallings Field,Kinston,USA,KISO,America/New_York,35.33140183,-77.6088028
7523,First Flight Airport,Kill Devil Hills,USA,KFFA,America/New_York,36.01819992,-75.6713028
7579,Provo Municipal Airport,Provo,USA,KPVU,America/Denver,40.21920013,-111.7229996
7580,Steamboat Springs Bob Adams Field,Steamboat Springs,USA,KSBS,America/Denver,40.5163002,-106.8659973
7581,Delta Municipal Airport,Delta,USA,KDTA,America/Denver,39.38059998,-112.5080032
7582,Richfield Municipal Airport,Richfield,USA,KRIF,America/Denver,38.7364006,-112.098999
7583,Carbon County Regional/Buck Davis Field,Price,USA,KPUC,America/Denver,39.61389923,-110.7509995
7584,Los Alamos Airport,Los Alamos,USA,KLAM,America/Denver,35.87979889,-106.2689972
7586,Lake Havasu City Airport,Lake Havasu City,USA,KHII,America/Phoenix,34.571098,-114.358002
7587,Winslow Lindbergh Regional Airport,Winslow,USA,KINW,America/Phoenix,35.02190018,-110.7229996
7588,Douglas Municipal Airport,Douglas,USA,KDGL,America/Phoenix,31.34259987,-109.5059967
7621,Bartow Municipal Airport,Bartow,USA,KBOW,America/New_York,27.94339943,-81.78340149
7629,Livermore Municipal Airport,Livermore,USA,KLVK,America/Los_Angeles,37.69340134,-121.8199997
7630,Mariposa Yosemite Airport,Mariposa,USA,KMPI,America/Los_Angeles,37.51089859,-120.0400009
7646,Jacqueline Cochran Regional Airport,Palm Springs,USA,KTRM,America/Los_Angeles,33.62670135,-116.1600037
7647,Santa Monica Municipal Airport,Santa Monica,USA,KSMO,America/Los_Angeles,34.01580048,-118.4509964
7648,Bermuda Dunes Airport,Palm Springs,USA,KUDD,America/Los_Angeles,33.74840164,-116.2750015
7649,Scottsdale Airport,Scottsdale,USA,KSDL,America/Phoenix,33.6228981,-111.9110031
7650,Olympia Regional Airport,Olympia,USA,KOLM,America/Los_Angeles,46.9693985,-122.9029999
7651,Yolo County Davis Woodland Winters Airport,Davis-Woodland-Winters,USA,KDWA,America/Los_Angeles,38.57910156,-121.8570023
7652,Garfield County Regional Airport,Rifle,USA,KRIL,America/Denver,39.52629852,-107.7269974
7653,Shively Field,SARATOGA,USA,KSAA,America/Denver,41.44490051,-106.8239975
7654,DeKalb Peachtree Airport,Atlanta,USA,KPDK,America/New_York,33.87559891,-84.30200195
7655,Monroe County Airport,Bloomington,USA,KBMG,America/New_York,39.14599991,-86.61669922
7656,Witham Field,Stuart,USA,KSUA,America/New_York,27.18169975,-80.22109985
7657,Morristown Municipal Airport,Morristown,USA,KMMU,America/New_York,40.79940033,-74.41490173
7658,Napa County Airport,Napa,USA,KAPC,America/Los_Angeles,38.2132,-122.280998
7659,Brown Field Municipal Airport,San Diego,USA,KSDM,America/Los_Angeles,32.57229996,-116.9800034
7662,Venice Municipal Airport,Venice,USA,KVNC,America/New_York,27.07159996,-82.44029999
7663,Palm Beach County Glades Airport,Pahokee,USA,KPHK,America/New_York,26.78499985,-80.69339752
7669,Northwest Florida Beaches International Airport,Panama City,USA,KECP,America/Chicago,30.357106,-85.795414
7670,San Bernardino International Airport,San Bernardino,USA,KSBD,America/Los_Angeles,34.09540176,-117.2350006
7683,San Carlos Airport,San Carlos,USA,KSQL,America/Los_Angeles,37.51190186,-122.25
7690,Rocky Mount Wilson Regional Airport,Rocky Mount,USA,KRWI,America/New_York,35.85630035,-77.89189911
7691,Whittier Airport,Whittier,USA,PAWR,America/Anchorage,60.77719879,-148.7220001
7692,Soldotna Airport,Soldotna,USA,PASX,America/Anchorage,60.47570038,-151.0339966
7693,Gillespie Field,El Cajon,USA,KSEE,America/Los_Angeles,32.82619858,-116.9720001
7694,San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,USA,KNUC,America/Los_Angeles,33.02270126,-118.5879974
7702,Truckee Tahoe Airport,Truckee,USA,KTRK,America/Los_Angeles,39.31999969,-120.1399994
7712,Cobb County-Mc Collum Field,Atlanta,USA,KRYY,America/New_York,34.01319885,-84.59860229
7716,Dell Flight Strip,Dell,USA,K4U9,America/Denver,44.7356987,-112.7200012
7717,Mission Field,Livingston-Montana,USA,KLVM,America/Denver,45.69940186,-110.447998
7720,Big Timber Airport,Big Timber,USA,K6S0,America/Denver,45.8064003,-109.9810028
7721,Tulip City Airport,Holland,USA,KBIV,America/New_York,42.74290085,-86.10739899
7727,Monument Valley Airport,Monument Valley,USA,UT25,America/Denver,37.01670074,-110.2009964
7732,Lakeland Linder Regional Airport,Lakeland,USA,KLAL,America/New_York,27.98889923,-82.01860046
7767,Indianola Municipal Airport,New York,USA,KIDL,America/Chicago,33.485699,-90.678902
7769,French Valley Airport,Murrieta-Temecula,USA,KF70,America/Los_Angeles,33.57419968,-117.1279984
7775,Carl R Keller Field,Port Clinton,USA,KPCW,America/New_York,41.5163002,-82.86869812
7776,Dayton-Wright Brothers Airport,Dayton,USA,KMGY,America/New_York,39.5890007,-84.22489929
7777,Richmond Municipal Airport,Richmond,USA,KRID,America/New_York,39.75719833,-84.84279633
7778,Findlay Airport,Findley,USA,KFDY,America/New_York,41.01350021,-83.66870117
7809,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,USA,KSPF,America/Denver,44.4803009,-103.7829971
7817,Olive Branch Airport,Olive Branch,USA,KOLV,America/Chicago,34.97869873,-89.78690338
7822,Rocky Mountain Metropolitan Airport,Broomfield-CO,USA,KBJC,America/Denver,39.90879822,-105.1169968
7826,Salem Municipal Airport/McNary Field,Salem,USA,KSLE,America/Los_Angeles,44.90950012,-123.0029984
7827,Tunica Municipal Airport,Tunica,USA,KUTA,America/Chicago,34.68099976,-90.34670258
7839,Lawrence J Timmerman Airport,Milwaukee,USA,KMWC,America/Chicago,43.11040115,-88.03440094
7840,Southern Wisconsin Regional Airport,Janesville,USA,KJVL,America/Chicago,42.62030029,-89.04160309
7846,Arlington Municipal Airport,Arlington,USA,KGKY,America/Chicago,32.66389847,-97.09429932
7847,Gwinnett County Briscoe Field,Lawrenceville,USA,KLZU,America/New_York,33.97809982,-83.96240234
7848,Bowling Green Warren County Regional Airport,Bowling Green,USA,KBWG,America/Chicago,36.96450043,-86.41970062
7849,Richard Lloyd Jones Jr Airport,Tulsa,USA,KRVS,America/Chicago,36.03960037,-95.98459625
7857,Bryce Canyon Airport,Bryce Canyon,USA,KBCE,America/Denver,37.70640183,-112.1449966
7859,Burlington Alamance Regional Airport,Burlington,USA,KBUY,America/New_York,36.04850006,-79.47489929
7869,New Century Aircenter Airport,Olathe,USA,KIXD,America/Chicago,38.83089828,-94.89029694
7870,Easton Newnam Field,Easton,USA,KESN,America/New_York,38.80419922,-76.06900024
7875,Yuba County Airport,Yuba City,USA,KMYV,America/Los_Angeles,39.09780121,-121.5699997
7880,Halliburton Field,Duncan,USA,KDUC,America/Chicago,34.47090149,-97.9598999
7885,Garner Field,Uvalde,USA,KUVA,America/Chicago,29.2112999,-99.74359894
7886,Lewis University Airport,Lockport,USA,KLOT,America/Chicago,41.6072998,-88.09619904
7888,Buchanan Field,Concord,USA,KCCR,America/Los_Angeles,37.98970032,-122.0569992
7889,Ocean Reef Club Airport,Ocean Reef Club Airport,USA,07FA,America/New_York,25.3253994,-80.27480316
7907,Ohio University Snyder Field,Athens,USA,KUNI,America/New_York,39.21099854,-82.23139954
7908,Springfield-Beckley Municipal Airport,Springfield,USA,KSGH,America/New_York,39.84030151,-83.84020233
7925,Philip Billard Municipal Airport,Topeka,USA,KTOP,America/Chicago,39.06869888,-95.62249756
7928,Benson Airstrip,Uvalde,USA,2XS8,America/Chicago,29.22940063,-99.82389832
7929,Rough River State Park Airport,Null,USA,K2I3,America/Chicago,37.610022,-86.507262
7930,Smyrna Airport,Smyrna,USA,KMQY,America/Chicago,36.00899887,-86.52010345
7931,Franklin County Airport,Sewanee,USA,KUOS,America/Chicago,35.20510101,-85.89810181
7935,Collin County Regional At Mc Kinney Airport,DALLAS,USA,KTKI,America/Chicago,33.17789841,-96.59049988
7936,Chicago Executive Airport,Chicago-Wheeling,USA,KPWK,America/Chicago,42.114222,-87.901494
7938,Southwest Washington Regional Airport,Kelso,USA,KKLS,America/Los_Angeles,46.11800003,-122.8980026
7978,Wilmington Airpark,Wilmington,USA,KILN,America/New_York,39.42789841,-83.792099
7979,Marana Regional Airport,Tucson,USA,KAVQ,America/Phoenix,32.4095993,-111.2180023
7980,Casa Grande Municipal Airport,Casa Grande,USA,KCGZ,America/Phoenix,32.954899,-111.766998
7981,Mobile Airport,Mobile,USA,1AZ0,America/Phoenix,33.11190033,-112.2689972
7982,Buckeye Municipal Airport,Buckeye,USA,KBXK,America/Phoenix,33.42039871,-112.685997
7983,Gila Bend Municipal Airport,Gila Bend,USA,KE63,America/Phoenix,32.95809937,-112.6780014
7984,McMinn County Airport,Athens,USA,KMMI,America/New_York,35.39730072,-84.56259918
7985,Sterling Municipal Airport,Sterling,USA,KSTK,America/Denver,40.61529922,-103.2649994
7986,Rawlins Municipal Airport/Harvey Field,Rawlins,USA,KRWL,America/Denver,41.80559921,-107.1999969
7990,Essex County Airport,Caldwell,USA,KCDW,America/New_York,40.87519836,-74.28140259
7991,Lee C Fine Memorial Airport,Kaiser Lake Ozark,USA,KAIZ,America/Chicago,38.09600067,-92.54949951
7998,Thomasville Regional Airport,Thomasville,USA,KTVI,America/New_York,30.90159988,-83.88130188
7999,Henderson Executive Airport,Henderson,USA,KHND,America/Los_Angeles,35.97280121,-115.1340027
8005,Henry Tift Myers Airport,Tifton,USA,KTMA,America/New_York,31.42900085,-83.4885025
8030,Phoenix Deer Valley Airport,Phoenix ,USA,KDVT,America/Phoenix,33.68830109,-112.0830002
8034,Republic Airport,Farmingdale,USA,KFRG,America/New_York,40.72880173,-73.41339874
8042,South Texas Regional Airport at Hondo,Hondo,USA,KHDO,America/Chicago,29.35950089,-99.17669678
8050,McKinley National Park Airport,McKinley Park,USA,PAIN,America/Anchorage,63.73260117,-148.9109955
8051,Lake Hood Seaplane Base,Anchorage,USA,PALH,America/Anchorage,61.18000031,-149.9720001
8052,Prospect Creek Airport,Prospect Creek,USA,PAPR,America/Anchorage,66.81410217,-150.6439972
8062,Wheeling Ohio County Airport,Wheeling,USA,KHLG,America/New_York,40.17499924,-80.64630127
8063,Fitzgerald Municipal Airport,Fitzgerald,USA,KFZG,America/New_York,31.68370056,-83.27050018
8077,Aransas County Airport,Rockport,USA,KRKP,America/Chicago,28.08679962,-97.04460144
8117,Crisp County Cordele Airport,Cordele,USA,KCKF,America/New_York,31.98880005,-83.77390289
8118,Ormond Beach Municipal Airport,Ormond Beach,USA,KOMN,America/New_York,29.30060005,-81.11360168
8121,Portland Troutdale Airport,Troutdale,USA,KTTD,America/Los_Angeles,45.54940033,-122.401001
8122,Portland Hillsboro Airport,Hillsboro,USA,KHIO,America/Los_Angeles,45.540401,-122.949997
8123,One Police Plaza Heliport,New York,USA,NK39,America/New_York,40.71260071,-73.99960327
8133,Bend Municipal Airport,Bend,USA,KBDN,America/Los_Angeles,44.09479904,-121.2009964
8134,Christmas Valley Airport,Christmas Valley,USA,K62S,America/Los_Angeles,43.23649979,-120.6660004
8135,Burns Municipal Airport,Burns,USA,KBNO,America/Los_Angeles,43.59189987,-118.9550018
8136,Prineville Airport,Prineville,USA,KS39,America/Los_Angeles,44.28699875,-120.9039993
8137,Red Bluff Municipal Airport,Red Bluff,USA,KRBL,America/Los_Angeles,40.15069962,-122.2519989
8138,Marin County Airport - Gnoss Field,Novato,USA,KDVO,America/Los_Angeles,38.14360046,-122.5559998
8139,Lake County Airport,Lakeview,USA,KLKV,America/Los_Angeles,42.16109848,-120.3990021
8140,Tillamook Airport,Tillamook,USA,KTMK,America/Los_Angeles,45.41820145,-123.814003
8141,Ontario Municipal Airport,Ontario,USA,KONO,America/Denver,44.02050018,-117.0139999
8142,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,USA,KDLS,America/Los_Angeles,45.61849976,-121.1669998
8143,Montgomery County Airpark,Gaithersburg,USA,KGAI,America/New_York,39.16830063,-77.16600037
8162,Charlevoix Municipal Airport,Charelvoix,USA,KCVX,America/New_York,45.30479813,-85.27480316
8182,Flagler County Airport,Flagler,USA,KXFL,America/New_York,29.4673996,-81.20629883
8187,Morrisville Stowe State Airport,Morrisville,USA,KMVL,America/New_York,44.5345993,-72.61399841
8188,Dallas Executive Airport,Dallas,USA,KRBD,America/Chicago,32.68090057,-96.86820221
8194,Westerly State Airport,Washington County,USA,KWST,America/New_York,41.34960175,-71.80339813
8195,Block Island State Airport,Block Island,USA,KBID,America/New_York,41.16809845,-71.57779694
8199,Nightmute Airport,Nightmute,USA,PAGT,America/Anchorage,60.47100067,-164.701004
8200,Toksook Bay Airport,Toksook Bay,USA,PAOO,America/Anchorage,60.54140091,-165.0870056
8215,Decatur County Industrial Air Park,Bainbridge,USA,KBGE,America/New_York,30.9715004,-84.63739777
